,CustomerID,Name,Age,Gender,Email,PurchaseAmount,PurchaseDate,ProductCategory,Rating
511,CUST1511,John Smith,20.0,male,john.smith@gmail.com,711.26,2023-11-12,Books,5.0
512,CUST1512,Sara Gaber,20.0,male,sara.gaber@hotmail.com,981.65,2023-08-28,Clothing,5.0
513,CUST1513,Alaa Smith,20.0,male,alaa.smith@gmail.com,84.61,2023-11-09,Toys,3.0
514,CUST1514,Mark Ibrahim,20.0,female,mark.ibrahim@gmail.com,971.83,2025-04-26,Other,2.0
515,CUST1515,Ahmed Hassan,20.0,male,ahmed.hassan@yahoo.com,789.24,2025-02-17,Toys,1.0
516,CUST1516,Mark Hassan,22.0,male,mark.hassan@gmail.com,95.19,2023-11-04,Books,5.0
517,CUST1517,Ali Mahmoud,20.0,female,ali.mahmoud@yahoo.com,148.97,2024-03-03,Books,4.0
518,CUST1518,Ali Hassan,20.0,male,ali.hassan@hotmail.com,964.28,2025-03-17,Books,1.0
519,CUST1519,John Mahmoud,15.0,male,john.mahmoud@gmail.com,560.86,2025-07-09,Other,5.0
520,CUST1520,Ahmed Smith,15.0,male,ahmed.smith@gmail.com,377.46,2024-06-27,Books,3.0
521,CUST1521,Alaa Smith,88.0,female,alaa.smith@hotmail.com,778.35,2024-12-31,Other,5.0
522,CUST1522,John Gaber,20.0,male,john.gaber@hotmail.com,59.15,2025-05-01,Other,1.0
523,CUST1523,Ahmed Gaber,15.0,male,ahmed.gaber@yahoo.com,691.73,2023-10-17,Home,5.0
524,CUST1524,Alaa Gaber,15.0,male,alaa.gaber@hotmail.com,509.8973789316026,2023-06-06,Toys,3.0
525,CUST1525,Ali Ibrahim,20.0,female,ali.ibrahim@gmail.com,444.22,2025-06-04,Other,5.0
526,CUST1526,Sara Hassan,20.0,female,sara.hassan@yahoo.com,935.32,2023-09-16,Books,2.0
527,CUST1527,Lina Smith,41.0,male,lina.smith@hotmail.com,254.41,2025-05-22,Books,5.0
528,CUST1528,John Smith,20.0,male,john.smith@gmail.com,928.22,2023-04-03,Books,1.0
529,CUST1529,Sara Gaber,78.0,female,sara.gaber@hotmail.com,880.22,2023-08-21,Books,4.0
530,CUST1530,Ahmed Hassan,20.0,male,ahmed.hassan@hotmail.com,894.06,2023-06-18,Other,5.0
531,CUST1531,Lina Ibrahim,85.0,female,lina.ibrahim@gmail.com,302.7,2025-07-03,Clothing,5.0
532,CUST1532,Fatma Ibrahim,15.0,female,fatma.ibrahim@gmail.com,136.42,2024-08-22,Other,1.0
533,CUST1533,Lina Gaber,20.0,female,lina.gaber@hotmail.com,498.06,2025-07-23,Books,3.0
534,CUST1534,Lina Ibrahim,56.0,male,lina.ibrahim@gmail.com,480.31,2024-03-06,Electronics,4.0
535,CUST1535,Lina Ali,46.0,female,lina.ali@gmail.com,741.91,2022-12-29,Electronics,5.0
536,CUST1536,Ahmed Mahmoud,67.0,male,ahmed.mahmoud@hotmail.com,103.05,2025-01-13,Clothing,2.0
537,CUST1537,Fatma Smith,64.0,male,fatma.smith@yahoo.com,784.25,2024-06-22,Clothing,2.0
538,CUST1538,Ali Hassan,15.0,male,ali.hassan@hotmail.com,754.93,2024-09-11,Other,1.0
539,CUST1539,Ahmed Mahmoud,20.0,male,ahmed.mahmoud@yahoo.com,846.35,2020-12-30,Home,2.0
540,CUST1540,John Gaber,77.0,male,john.gaber@gmail.com,921.28,2023-12-25,Electronics,3.0
541,CUST1541,Lina Ibrahim,15.0,male,lina.ibrahim@yahoo.com,155.98,2025-03-03,Toys,5.0
542,CUST1542,Alaa Smith,20.0,male,alaa.smith@yahoo.com,85.3,2025-02-23,Home,3.0
543,CUST1543,Sara Ibrahim,20.0,female,sara.ibrahim@gmail.com,29.38,2023-09-30,Electronics,5.0
544,CUST1544,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@yahoo.com,120.0,2023-01-17,Books,5.0
545,CUST1545,Sara Mahmoud,15.0,male,sara.mahmoud@yahoo.com,881.42,2025-07-09,Clothing,3.0
546,CUST1546,John Ali,20.0,male,john.ali@gmail.com,183.48,2024-01-06,Home,3.0
547,CUST1547,Alaa Smith,20.0,male,alaa.smith@hotmail.com,853.06,2024-07-04,Other,1.0
548,CUST1548,Alaa Gaber,20.0,male,alaa.gaber@yahoo.com,556.95,2023-01-31,Electronics,5.0
549,CUST1549,Lina Ali,20.0,female,lina.ali@hotmail.com,793.73,2022-11-18,Toys,1.0
550,CUST1550,Fatma Hassan,20.0,female,fatma.hassan@gmail.com,893.87,2023-07-03,Clothing,3.0
551,CUST1551,Alaa Mahmoud,72.0,male,alaa.mahmoud@yahoo.com,23.46,2025-02-13,Other,5.0
552,CUST1552,Fatma Gaber,20.0,female,fatma.gaber@yahoo.com,432.89,2023-02-17,Electronics,2.0
553,CUST1553,Sara Ibrahim,15.0,female,sara.ibrahim@hotmail.com,859.53,2025-01-13,Books,3.0
554,CUST1554,Sara Gaber,57.0,female,sara.gaber@hotmail.com,502.53,2025-06-21,Other,3.0
555,CUST1555,Sara Smith,20.0,male,sara.smith@gmail.com,116.19,2023-02-11,Other,1.0
556,CUST1556,John Mahmoud,20.0,male,john.mahmoud@hotmail.com,237.03,2023-05-22,Books,3.0
557,CUST1557,Alaa Ali,20.0,male,alaa.ali@hotmail.com,430.51,2020-12-30,Home,3.0
558,CUST1558,Alaa Gaber,15.0,female,alaa.gaber@gmail.com,907.02,2024-11-13,Electronics,4.0
559,CUST1559,Ali Ibrahim,56.0,male,ali.ibrahim@yahoo.com,279.27,2024-08-19,Electronics,3.0
560,CUST1560,Alaa Ibrahim,20.0,male,alaa.ibrahim@yahoo.com,861.41,2023-05-25,Other,1.0
561,CUST1561,Fatma Mahmoud,15.0,male,fatma.mahmoud@gmail.com,220.77,2023-03-31,Books,5.0
562,CUST1562,Lina Hassan,15.0,female,lina.hassan@gmail.com,817.83,2024-10-17,Clothing,5.0
563,CUST1563,John Ibrahim,20.0,male,john.ibrahim@hotmail.com,942.39,2024-03-26,Toys,3.0
564,CUST1564,Sara Ibrahim,20.0,female,sara.ibrahim@hotmail.com,410.69,2025-05-31,Electronics,5.0
565,CUST1565,Lina Smith,15.0,male,lina.smith@yahoo.com,149.73,2023-02-01,Toys,2.0
566,CUST1566,Mark Smith,49.0,male,mark.smith@gmail.com,105.86,2024-09-01,Books,5.0
567,CUST1567,Ahmed Hassan,20.0,male,ahmed.hassan@yahoo.com,891.41,2023-10-13,Clothing,3.0
568,CUST1568,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@yahoo.com,299.36,2025-03-10,Other,3.0
569,CUST1569,Ali Ibrahim,15.0,male,ali.ibrahim@gmail.com,73.05,2023-06-20,Books,5.0
570,CUST1570,John Ibrahim,48.0,female,john.ibrahim@hotmail.com,68.41,2024-03-08,Toys,3.0
571,CUST1571,Alaa Ali,66.0,male,alaa.ali@yahoo.com,987.4,2025-05-02,Electronics,3.0
572,CUST1572,Lina Gaber,45.0,male,lina.gaber@gmail.com,543.1,2023-01-11,Electronics,5.0
573,CUST1573,Sara Hassan,20.0,female,sara.hassan@gmail.com,345.42,2025-04-05,Other,5.0
574,CUST1574,Alaa Hassan,20.0,male,alaa.hassan@gmail.com,64.47,2023-09-22,Books,5.0
575,CUST1575,John Mahmoud,15.0,female,john.mahmoud@gmail.com,820.32,2025-03-24,Books,1.0
576,CUST1576,Alaa Smith,20.0,male,alaa.smith@hotmail.com,687.85,2023-12-03,Books,1.0
577,CUST1577,Mark Ibrahim,20.0,female,mark.ibrahim@gmail.com,449.64,2024-05-01,Clothing,3.0
578,CUST1578,Ali Smith,20.0,male,ali.smith@gmail.com,509.8973789316026,2020-12-30,Other,5.0
579,CUST1579,Ahmed Ali,20.0,male,ahmed.ali@yahoo.com,311.98,2024-12-26,Home,3.0
580,CUST1580,Ali Hassan,20.0,male,ali.hassan@hotmail.com,183.34,2024-02-13,Toys,5.0
581,CUST1581,Alaa Hassan,20.0,female,alaa.hassan@gmail.com,148.41,2025-03-23,Other,3.0
582,CUST1582,Alaa Ali,38.0,female,alaa.ali@yahoo.com,509.8973789316026,2025-05-14,Other,1.0
583,CUST1583,Sara Hassan,20.0,female,sara.hassan@gmail.com,549.44,2023-12-18,Clothing,5.0
584,CUST1584,Fatma Ali,15.0,male,fatma.ali@gmail.com,545.1,2024-10-02,Other,4.0
585,CUST1585,Lina Mahmoud,15.0,female,lina.mahmoud@gmail.com,147.78,2025-04-01,Home,4.0
586,CUST1586,Ahmed Smith,15.0,female,ahmed.smith@hotmail.com,563.77,2023-05-25,Other,2.0
587,CUST1587,John Ali,20.0,male,john.ali@yahoo.com,843.11,2024-11-24,Home,3.0
588,CUST1588,Alaa Smith,90.0,female,alaa.smith@gmail.com,650.91,2023-08-25,Home,3.0
589,CUST1589,Ali Ali,15.0,male,ali.ali@gmail.com,790.08,2025-03-18,Home,1.0
590,CUST1590,Alaa Mahmoud,20.0,male,alaa.mahmoud@hotmail.com,785.97,2024-12-09,Other,1.0
591,CUST1591,Alaa Smith,20.0,male,alaa.smith@yahoo.com,125.98,2022-11-22,Clothing,4.0
592,CUST1592,John Mahmoud,20.0,male,john.mahmoud@hotmail.com,190.64,2025-01-15,Other,3.0
593,CUST1593,Sara Hassan,15.0,male,sara.hassan@gmail.com,250.25,2025-03-14,Home,3.0
594,CUST1594,John Ibrahim,20.0,male,john.ibrahim@hotmail.com,509.8973789316026,2023-04-22,Clothing,5.0
595,CUST1595,Lina Mahmoud,77.0,male,lina.mahmoud@yahoo.com,667.95,2025-03-05,Clothing,4.0
596,CUST1596,Sara Ibrahim,20.0,male,sara.ibrahim@gmail.com,734.3,2024-05-22,Other,3.0
597,CUST1597,Ali Hassan,20.0,female,ali.hassan@hotmail.com,51.87,2024-07-15,Toys,3.0
598,CUST1598,Mark Ibrahim,20.0,male,mark.ibrahim@yahoo.com,984.22,2020-12-30,Electronics,4.0
599,CUST1599,Fatma Smith,20.0,female,fatma.smith@yahoo.com,467.98,2023-01-10,Books,1.0
600,CUST1600,Lina Hassan,20.0,male,lina.hassan@gmail.com,884.44,2025-03-06,Home,5.0
601,CUST1601,Fatma Ali,54.0,male,fatma.ali@gmail.com,820.41,2024-07-28,Other,5.0
602,CUST1602,Alaa Gaber,15.0,male,alaa.gaber@yahoo.com,259.04,2023-01-07,Electronics,1.0
603,CUST1603,Fatma Ibrahim,20.0,male,fatma.ibrahim@yahoo.com,894.83,2024-09-17,Toys,4.0
604,CUST1604,Ali Mahmoud,15.0,male,ali.mahmoud@yahoo.com,872.56,2024-02-06,Other,1.0
605,CUST1605,Lina Ali,80.0,female,lina.ali@hotmail.com,789.42,2024-08-13,Other,3.0
606,CUST1606,John Smith,20.0,female,john.smith@gmail.com,346.18,2024-10-01,Clothing,3.0
607,CUST1607,Lina Ali,20.0,female,lina.ali@yahoo.com,316.66,2024-09-27,Electronics,2.0
608,CUST1608,Ahmed Ibrahim,74.0,female,ahmed.ibrahim@hotmail.com,931.21,2024-07-30,Other,4.0
609,CUST1609,Fatma Ali,79.0,female,fatma.ali@hotmail.com,783.2,2024-07-07,Books,1.0
610,CUST1610,Ali Smith,15.0,male,ali.smith@hotmail.com,69.35,2022-12-17,Books,2.0
611,CUST1611,Fatma Hassan,39.0,male,fatma.hassan@hotmail.com,339.74,2024-04-28,Other,4.0
612,CUST1612,Lina Ibrahim,20.0,male,lina.ibrahim@gmail.com,215.4,2025-01-01,Home,3.0
613,CUST1613,John Smith,20.0,female,john.smith@gmail.com,581.83,2024-09-23,Toys,2.0
614,CUST1614,Sara Ali,64.0,male,sara.ali@yahoo.com,572.71,2023-01-29,Toys,3.0
615,CUST1615,Ali Smith,20.0,female,ali.smith@yahoo.com,679.96,2024-08-21,Toys,3.0
616,CUST1616,John Ibrahim,15.0,male,john.ibrahim@yahoo.com,543.87,2023-11-23,Other,3.0
617,CUST1617,Sara Hassan,20.0,female,sara.hassan@hotmail.com,746.9,2020-12-30,Other,4.0
618,CUST1618,Alaa Gaber,20.0,male,alaa.gaber@hotmail.com,456.41,2024-10-16,Other,3.0
619,CUST1619,Lina Gaber,20.0,female,lina.gaber@gmail.com,509.8973789316026,2022-12-21,Electronics,1.0
620,CUST1620,Alaa Smith,15.0,female,alaa.smith@hotmail.com,213.04,2020-12-30,Toys,1.0
621,CUST1621,Fatma Hassan,20.0,male,fatma.hassan@hotmail.com,37.22,2024-02-18,Books,3.0
622,CUST1622,Sara Hassan,15.0,male,sara.hassan@yahoo.com,270.64,2024-06-23,Other,3.0
623,CUST1623,Alaa Smith,21.0,female,alaa.smith@yahoo.com,706.71,2025-05-07,Electronics,5.0
624,CUST1624,Mark Mahmoud,20.0,female,mark.mahmoud@gmail.com,222.07,2024-04-11,Books,4.0
625,CUST1625,Fatma Ibrahim,15.0,female,fatma.ibrahim@hotmail.com,318.73,2024-02-21,Other,5.0
626,CUST1626,Ahmed Ali,15.0,male,ahmed.ali@yahoo.com,175.15,2025-02-10,Home,3.0
627,CUST1627,Ali Smith,22.0,female,ali.smith@gmail.com,704.24,2022-11-03,Books,4.0
628,CUST1628,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@hotmail.com,580.16,2023-05-24,Books,2.0
629,CUST1629,Sara Hassan,43.0,female,sara.hassan@yahoo.com,394.89,2022-11-18,Books,3.0
630,CUST1630,Sara Smith,15.0,male,sara.smith@yahoo.com,724.41,2023-06-12,Clothing,2.0
631,CUST1631,Lina Mahmoud,18.0,female,lina.mahmoud@gmail.com,998.16,2023-10-09,Books,5.0
632,CUST1632,John Ibrahim,20.0,male,john.ibrahim@yahoo.com,352.96,2023-10-04,Clothing,2.0
633,CUST1633,Sara Gaber,15.0,male,sara.gaber@hotmail.com,576.84,2024-01-16,Clothing,4.0
634,CUST1634,John Hassan,15.0,male,john.hassan@hotmail.com,389.59,2024-01-10,Other,5.0
635,CUST1635,Ali Smith,20.0,female,ali.smith@yahoo.com,553.52,2024-06-26,Toys,1.0
636,CUST1636,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@gmail.com,474.8,2025-03-21,Home,3.0
637,CUST1637,Sara Smith,20.0,female,sara.smith@gmail.com,451.41,2023-02-13,Other,5.0
638,CUST1638,Ahmed Ali,32.0,female,ahmed.ali@yahoo.com,817.01,2023-12-04,Home,3.0
639,CUST1639,Mark Hassan,20.0,female,mark.hassan@gmail.com,465.11,2023-10-07,Electronics,5.0
640,CUST1640,Alaa Smith,37.0,male,alaa.smith@yahoo.com,654.18,2023-03-10,Other,3.0
641,CUST1641,Ahmed Ibrahim,68.0,female,ahmed.ibrahim@gmail.com,766.77,2024-03-23,Other,4.0
642,CUST1642,Mark Hassan,20.0,male,mark.hassan@yahoo.com,911.05,2024-10-17,Toys,3.0
643,CUST1643,Sara Ali,88.0,female,sara.ali@hotmail.com,722.13,2022-12-05,Other,5.0
644,CUST1644,John Ali,20.0,male,john.ali@gmail.com,670.35,2024-09-01,Toys,5.0
645,CUST1645,Ali Mahmoud,20.0,male,ali.mahmoud@yahoo.com,580.94,2024-09-24,Other,5.0
646,CUST1646,Ahmed Smith,20.0,male,ahmed.smith@yahoo.com,690.67,2023-08-26,Home,4.0
647,CUST1647,Ali Ibrahim,20.0,female,ali.ibrahim@hotmail.com,282.13,2023-03-26,Clothing,3.0
648,CUST1648,Mark Gaber,15.0,male,mark.gaber@gmail.com,568.45,2024-09-20,Other,3.0
649,CUST1649,Fatma Smith,20.0,male,fatma.smith@gmail.com,207.91,2025-03-25,Other,2.0
650,CUST1650,Lina Ibrahim,20.0,male,lina.ibrahim@hotmail.com,304.37,2023-05-26,Other,5.0
651,CUST1651,Mark Mahmoud,15.0,female,mark.mahmoud@hotmail.com,145.39,2022-11-29,Other,2.0
652,CUST1652,Sara Hassan,20.0,female,sara.hassan@yahoo.com,297.5,2023-10-20,Other,4.0
653,CUST1653,Sara Gaber,15.0,male,sara.gaber@gmail.com,243.64,2022-11-22,Books,1.0
654,CUST1654,Sara Gaber,20.0,male,sara.gaber@hotmail.com,118.97,2024-07-19,Electronics,5.0
655,CUST1655,Sara Smith,89.0,male,sara.smith@gmail.com,465.8,2023-09-09,Clothing,3.0
656,CUST1656,Fatma Gaber,20.0,female,fatma.gaber@yahoo.com,340.6,2024-05-04,Other,2.0
657,CUST1657,Ali Ali,35.0,female,ali.ali@gmail.com,125.83,2024-10-16,Other,3.0
658,CUST1658,Fatma Hassan,20.0,male,fatma.hassan@hotmail.com,496.34,2025-07-14,Electronics,5.0
659,CUST1659,Sara Ali,15.0,female,sara.ali@yahoo.com,503.31,2024-02-03,Books,5.0
660,CUST1660,Ahmed Smith,15.0,female,ahmed.smith@gmail.com,591.98,2025-01-14,Toys,3.0
661,CUST1661,John Smith,20.0,male,john.smith@gmail.com,705.61,2023-01-29,Home,5.0
662,CUST1662,Ali Hassan,15.0,female,ali.hassan@hotmail.com,873.12,2025-06-23,Electronics,5.0
663,CUST1663,Ahmed Hassan,20.0,male,ahmed.hassan@hotmail.com,509.8973789316026,2024-12-23,Other,5.0
664,CUST1664,Fatma Smith,20.0,female,fatma.smith@gmail.com,197.44,2025-06-25,Other,1.0
665,CUST1665,Sara Gaber,15.0,male,sara.gaber@gmail.com,338.65,2020-12-30,Other,5.0
666,CUST1666,Ali Gaber,71.0,female,ali.gaber@yahoo.com,597.31,2024-08-08,Home,3.0
667,CUST1667,Ali Ibrahim,15.0,male,ali.ibrahim@hotmail.com,413.17,2023-06-24,Clothing,2.0
668,CUST1668,John Smith,68.0,male,john.smith@gmail.com,314.68,2022-12-21,Toys,5.0
669,CUST1669,John Gaber,15.0,female,john.gaber@yahoo.com,218.72,2022-12-26,Other,3.0
670,CUST1670,Mark Hassan,37.0,female,mark.hassan@hotmail.com,409.97,2023-04-27,Toys,5.0
671,CUST1671,Alaa Smith,38.0,male,alaa.smith@yahoo.com,372.73,2025-03-22,Books,3.0
672,CUST1672,Fatma Gaber,20.0,male,fatma.gaber@yahoo.com,572.33,2024-04-04,Electronics,5.0
673,CUST1673,Mark Hassan,34.0,female,mark.hassan@yahoo.com,48.81,2024-08-11,Books,4.0
674,CUST1674,Sara Gaber,20.0,female,sara.gaber@hotmail.com,740.1,2024-05-04,Clothing,3.0
675,CUST1675,Ahmed Hassan,32.0,female,ahmed.hassan@hotmail.com,949.78,2024-09-03,Home,5.0
676,CUST1676,Mark Ali,20.0,male,mark.ali@gmail.com,842.36,2024-05-12,Home,5.0
677,CUST1677,Sara Hassan,15.0,male,sara.hassan@gmail.com,793.81,2022-12-31,Other,3.0
678,CUST1678,Fatma Ali,31.0,male,fatma.ali@hotmail.com,513.63,2024-01-09,Clothing,1.0
679,CUST1679,Mark Hassan,20.0,female,mark.hassan@gmail.com,26.49,2023-12-14,Books,3.0
680,CUST1680,Lina Gaber,20.0,male,lina.gaber@hotmail.com,759.1,2024-04-22,Books,5.0
681,CUST1681,Mark Ibrahim,20.0,male,mark.ibrahim@gmail.com,857.36,2025-07-07,Electronics,3.0
682,CUST1682,Sara Smith,15.0,male,sara.smith@yahoo.com,555.03,2025-06-09,Other,5.0
683,CUST1683,Mark Ali,57.0,male,mark.ali@gmail.com,443.63,2023-06-27,Toys,1.0
684,CUST1684,Sara Mahmoud,20.0,male,sara.mahmoud@hotmail.com,899.15,2024-03-28,Other,5.0
685,CUST1685,Lina Ali,20.0,male,lina.ali@hotmail.com,928.77,2025-06-21,Books,4.0
686,CUST1686,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@yahoo.com,42.66,2023-03-26,Electronics,5.0
687,CUST1687,Alaa Ibrahim,20.0,female,alaa.ibrahim@yahoo.com,999.56,2025-05-16,Electronics,1.0
688,CUST1688,Sara Gaber,20.0,female,sara.gaber@hotmail.com,796.83,2023-12-30,Clothing,3.0
689,CUST1689,Sara Gaber,20.0,male,sara.gaber@yahoo.com,56.7,2024-12-03,Clothing,3.0
690,CUST1690,Lina Hassan,20.0,male,lina.hassan@gmail.com,737.59,2023-04-25,Toys,1.0
691,CUST1691,Mark Mahmoud,15.0,female,mark.mahmoud@hotmail.com,601.36,2025-01-12,Other,1.0
692,CUST1692,Ahmed Smith,15.0,male,ahmed.smith@gmail.com,587.8,2023-08-07,Home,1.0
693,CUST1693,Mark Smith,20.0,male,mark.smith@yahoo.com,172.89,2023-10-31,Other,4.0
694,CUST1694,John Ali,20.0,female,john.ali@yahoo.com,250.47,2024-02-05,Other,5.0
695,CUST1695,Ahmed Smith,20.0,female,ahmed.smith@hotmail.com,340.8,2024-09-19,Home,5.0
696,CUST1696,Lina Ibrahim,21.0,male,lina.ibrahim@hotmail.com,393.94,2025-07-08,Home,3.0
697,CUST1697,Ali Hassan,20.0,female,ali.hassan@hotmail.com,828.37,2023-09-20,Other,5.0
698,CUST1698,Alaa Hassan,57.0,female,alaa.hassan@gmail.com,419.65,2024-12-17,Books,5.0
699,CUST1699,Ahmed Ali,65.0,female,ahmed.ali@gmail.com,182.4,2020-12-30,Electronics,2.0
700,CUST1700,Ahmed Mahmoud,58.0,male,ahmed.mahmoud@hotmail.com,730.53,2023-11-05,Other,3.0
701,CUST1701,Sara Ali,20.0,female,sara.ali@yahoo.com,272.75,2020-12-30,Electronics,4.0
702,CUST1702,Sara Ibrahim,40.0,male,sara.ibrahim@gmail.com,861.93,2023-09-21,Clothing,2.0
703,CUST1703,Alaa Gaber,17.0,male,alaa.gaber@hotmail.com,389.63,2025-05-05,Books,1.0
704,CUST1704,Alaa Hassan,72.0,female,alaa.hassan@hotmail.com,891.56,2023-12-30,Electronics,5.0
705,CUST1705,Ahmed Hassan,47.0,male,ahmed.hassan@gmail.com,829.61,2025-05-26,Books,3.0
706,CUST1706,Alaa Hassan,15.0,female,alaa.hassan@hotmail.com,52.27,2025-04-16,Toys,1.0
707,CUST1707,Lina Smith,20.0,male,lina.smith@gmail.com,509.8973789316026,2022-11-28,Other,1.0
708,CUST1708,Ahmed Mahmoud,50.0,male,ahmed.mahmoud@hotmail.com,988.51,2024-08-27,Electronics,5.0
709,CUST1709,Lina Hassan,20.0,male,lina.hassan@gmail.com,907.59,2023-10-07,Electronics,2.0
710,CUST1710,Alaa Ali,20.0,female,alaa.ali@gmail.com,314.8,2023-12-22,Toys,3.0
711,CUST1711,Sara Mahmoud,20.0,male,sara.mahmoud@yahoo.com,406.38,2023-08-23,Electronics,5.0
712,CUST1712,Sara Gaber,15.0,female,sara.gaber@gmail.com,723.88,2025-02-20,Other,3.0
713,CUST1713,Fatma Mahmoud,15.0,female,fatma.mahmoud@gmail.com,369.18,2024-05-23,Other,5.0
714,CUST1714,Sara Gaber,20.0,male,sara.gaber@hotmail.com,916.9,2024-04-20,Other,4.0
715,CUST1715,Ahmed Hassan,20.0,male,ahmed.hassan@hotmail.com,605.1,2023-10-24,Home,3.0
716,CUST1716,Mark Ali,15.0,female,mark.ali@yahoo.com,80.99,2023-08-17,Books,2.0
717,CUST1717,Sara Hassan,20.0,female,sara.hassan@yahoo.com,556.6,2024-07-03,Electronics,3.0
718,CUST1718,Mark Ali,20.0,male,mark.ali@gmail.com,436.91,2020-12-30,Electronics,3.0
719,CUST1719,Mark Smith,15.0,female,mark.smith@yahoo.com,346.25,2023-10-14,Home,5.0
720,CUST1720,Mark Ali,34.0,female,mark.ali@yahoo.com,509.8973789316026,2024-12-21,Toys,3.0
721,CUST1721,Lina Mahmoud,20.0,male,lina.mahmoud@gmail.com,620.64,2023-04-13,Clothing,3.0
722,CUST1722,Lina Ali,20.0,male,lina.ali@yahoo.com,715.61,2025-05-14,Other,4.0
723,CUST1723,Ali Ibrahim,20.0,male,ali.ibrahim@yahoo.com,949.91,2022-11-07,Books,3.0
724,CUST1724,Sara Ibrahim,15.0,female,sara.ibrahim@hotmail.com,113.77,2023-07-22,Toys,4.0
725,CUST1725,Lina Gaber,20.0,male,lina.gaber@hotmail.com,569.5,2024-12-28,Toys,2.0
726,CUST1726,Sara Ali,20.0,female,sara.ali@hotmail.com,116.61,2023-04-20,Books,3.0
727,CUST1727,Mark Mahmoud,20.0,female,mark.mahmoud@yahoo.com,860.56,2023-05-17,Other,5.0
728,CUST1728,Fatma Smith,76.0,male,fatma.smith@yahoo.com,787.86,2023-01-03,Clothing,4.0
729,CUST1729,Ahmed Hassan,20.0,female,ahmed.hassan@hotmail.com,530.76,2024-12-11,Electronics,4.0
730,CUST1730,Lina Hassan,20.0,female,lina.hassan@hotmail.com,257.43,2024-03-04,Books,3.0
731,CUST1731,Fatma Ibrahim,20.0,male,fatma.ibrahim@hotmail.com,113.91,2024-10-05,Electronics,5.0
732,CUST1732,Fatma Hassan,32.0,female,fatma.hassan@gmail.com,165.11,2024-10-03,Toys,3.0
733,CUST1733,Sara Hassan,47.0,male,sara.hassan@gmail.com,920.96,2025-05-29,Other,2.0
734,CUST1734,John Ibrahim,20.0,male,john.ibrahim@yahoo.com,42.95,2025-02-20,Clothing,3.0
735,CUST1735,Ali Gaber,20.0,female,ali.gaber@yahoo.com,653.34,2024-02-04,Books,1.0
736,CUST1736,John Ibrahim,15.0,female,john.ibrahim@hotmail.com,304.74,2023-07-11,Electronics,3.0
737,CUST1737,Fatma Gaber,15.0,male,fatma.gaber@yahoo.com,570.82,2025-04-18,Other,3.0
738,CUST1738,Ali Ali,20.0,female,ali.ali@yahoo.com,509.8973789316026,2023-04-26,Clothing,5.0
739,CUST1739,John Hassan,15.0,male,john.hassan@hotmail.com,338.57,2025-02-20,Other,1.0
740,CUST1740,Mark Mahmoud,20.0,male,mark.mahmoud@yahoo.com,450.25,2024-10-01,Toys,1.0
741,CUST1741,Ali Hassan,15.0,female,ali.hassan@hotmail.com,372.13,2023-09-06,Other,5.0
742,CUST1742,Lina Mahmoud,15.0,female,lina.mahmoud@hotmail.com,678.62,2024-10-07,Other,2.0
743,CUST1743,Sara Mahmoud,20.0,female,sara.mahmoud@gmail.com,508.68,2024-06-08,Other,5.0
744,CUST1744,Mark Mahmoud,20.0,female,mark.mahmoud@gmail.com,682.32,2023-01-08,Home,3.0
745,CUST1745,Fatma Smith,20.0,male,fatma.smith@hotmail.com,868.67,2023-04-18,Electronics,1.0
746,CUST1746,Mark Hassan,20.0,female,mark.hassan@yahoo.com,42.47,2024-02-10,Clothing,5.0
747,CUST1747,John Gaber,20.0,female,john.gaber@gmail.com,275.5,2024-11-18,Electronics,3.0
748,CUST1748,Alaa Gaber,15.0,male,alaa.gaber@hotmail.com,806.14,2022-11-11,Other,3.0
749,CUST1749,Fatma Mahmoud,20.0,male,fatma.mahmoud@hotmail.com,901.28,2024-01-26,Clothing,4.0
750,CUST1750,Lina Ali,20.0,male,lina.ali@hotmail.com,789.64,2025-03-22,Clothing,3.0
751,CUST1751,Sara Smith,20.0,female,sara.smith@hotmail.com,601.3,2020-12-30,Toys,5.0
752,CUST1752,Sara Smith,64.0,male,sara.smith@hotmail.com,982.24,2023-01-26,Home,3.0
753,CUST1753,Ali Gaber,15.0,female,ali.gaber@hotmail.com,119.58,2025-03-12,Home,3.0
754,CUST1754,Sara Hassan,53.0,male,sara.hassan@yahoo.com,102.21,2025-07-12,Other,1.0
755,CUST1755,Fatma Ali,42.0,female,fatma.ali@yahoo.com,681.97,2023-04-30,Home,2.0
756,CUST1756,Ahmed Ibrahim,15.0,female,ahmed.ibrahim@gmail.com,638.1,2025-05-26,Toys,5.0
757,CUST1757,Sara Hassan,20.0,male,sara.hassan@hotmail.com,875.31,2023-10-18,Other,2.0
758,CUST1758,Sara Mahmoud,15.0,female,sara.mahmoud@yahoo.com,7.31,2025-06-26,Home,2.0
759,CUST1759,Mark Ibrahim,20.0,male,mark.ibrahim@gmail.com,899.27,2022-12-17,Home,1.0
760,CUST1760,Ahmed Ibrahim,15.0,male,ahmed.ibrahim@hotmail.com,854.72,2023-07-30,Other,4.0
